prompt,document,summary,pred_answer,score
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Almost 3,000 cases were diagnosed in the capital out of a total of 5,042 in the country in 2015, figures from Public Health England (PHE) show. Since 2010 the number of cases among Londoners has risen by 163%, with 90% of those reported in 2015 among men who have sex with men. PHE said people were ""putting themselves at risk through unsafe sex"". Syphilis is a bacterial infection that initially causes highly infectious sores but can go on to cause serious conditions such as heart problems. In most circumstances it can be treated with antibiotics but in extreme cases, the sexually transmitted infection can prove fatal. 2,811 cases in the capital in 2015 2,406 cases recorded among men who have sex with men (MSM) 36 median age of MSM diagnosed 74% of MSM diagnosed were white 44% of MSM diagnosed were born in the UK There are about 54.7m people living in England, 8.7m of which live in London according to the Office of National Statistics. In 2015, syphilis was diagnosed in all London local authorities with the highest numbers in Lambeth, Southwark, Tower Hamlets and Westminster. The number of cases among heterosexual men and women has risen slightly but there was a much larger increase among men who have sex with men. The group, which represents about 2% of the total London population, accounted for 2,406 of 2,811 cases in the capital. Dr Yvonne Doyle, regional director for PHE London, said it was ""worrying to see such alarming rises in syphilis year on year"". She said: ""We are seeing large increases in cases of syphilis among men who have sex with men and they now represent 90% of syphilis cases in London. ""Although diagnoses among heterosexuals in the capital are more stable they too continue to be higher than we would like given the effective preventative measures in place."" She called on people to practise safe sex, ""including using condoms, regularly being tested and avoiding overlapping sexual relationships"".","Nearly 60% of all syphilis cases reported in England were in London, it has been revealed.","{""summary"": ""In 2015, London recorded nearly 3,000 syphilis cases—90% among men who have sex with men—reflecting a 163% rise since 2010.""}",0.8207257390022278
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Scientists and charities say the human papilloma virus (HPV) jab will protect them from head and neck cancers. HPV is sexually transmitted and girls aged 12 and 13 receive the vaccine to protect them against cervical cancer. The Welsh government said it is waiting for advice from the Joint Committee on Vaccination and Immunisation. Charities including Tenovus Cancer Care and organisations such as BMA Cymru and Cardiff University's HPV research team will deliver a letter to the Welsh government on Monday calling for the vaccination to be rolled out. They told BBC Radio Wales' Eye on Wales programme the number of head and neck cancer cases are increasing. Dr Mererid Evans, consultant oncologist at Velindre Hospital in Cardiff, said: ""I've seen a difference in demographics over the last ten years. ""These are younger people with families, and three-quarters of those affected are men. The average age is 55 and most are non-smokers."" Jon Antoniazzi, from Tenovus Cancer Care, added: ""HPV causes 5% of the global cancer burden. ""What the Welsh government could be doing right now is taking a progressive step to stem the tide of these cancers, and show that it really takes the public health of its citizens seriously. ""We urge them to diverge from central thinking and vaccinate boys now."" In 2008, a vaccination programme was rolled out in schools and 85% of girls in Wales have been vaccinated. The Welsh government said: ""We will await the committee's recommendations and will consider the implications for Wales of any proposed changes to the HPV vaccination programme.""","Boys should receive a cancer vaccine - already given to young girls - to stop them developing strains of the disease, experts have said.","{""summary"": ""Charities urge the Welsh government to extend the HPV vaccine to boys, citing rising head and neck cancers, while program covers 85% of girls.""}",0.644644558429718
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Englishwoman Evans, 29, is a 10-time ladies' champion. Doherty, 45, won the tournament in 1997, but the world number 43 has not reached the third round since 2006. The winner must make it through two more qualifying rounds to reach the main draw, which starts on 18 April. The tournament has increased this year from 128 to 144 players. The top 16 seeds automatically qualify for the first round, with all non-seeded players starting in the first of three qualifying rounds which run from 8-15 April. Evans received an invitation to the qualifying draw from snooker's governing body, the World Professional Billiards and Snooker Association (WPBSA). Six-time world champion Steve Davis is also attempting to qualify. He faces Jamie Cope in the first round of qualifying. Jimmy White, six times a runner-up at the Crucible, meets Thailand's James Wattana, while 2006 world champion Graeme Dott has been drawn against Mark Owens. Defending champion Mark Selby is the top seed, with five-time winner Ronnie O'Sullivan seeded second - the two met in last year's final.",Reanne Evans will face former world champion Ken Doherty in the first round of qualifying as she bids to become the first woman to appear in the main stages of the World Championship.,"{""summary"": ""Englishwoman Evans, 29, a 10‑time champion, joins a 144‑player snooker event where top seeds Selby and O'Sullivan await qualifiers like Davis.""}",0.5709896087646484
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","The Alex, relegated from League One, enquired about the 18-year-old but were turned down immediately. ""I spoke to (United Under-21 coach) Warren Joyce last season about taking him,"" Collins told BBC Radio Stoke. ""They said he was needed in their 21s and a week later he makes his first-team debut and the rest is history."" Rashford's rise has been meteoric after he scored twice on his United debut in the Europa League against Midtjylland and repeated the feat in his first Premier League game against Arsenal before finishing the season with eight goals in 18 games. Called into the senior England squad, he scored less than three minutes into his first international appearance against Australia and is now in France for Euro 2016. ""It shows you there are good players in these academies,"" Collins said. ""There are plenty of kids being produced but opportunity is the key - maybe some of the bigger clubs are missing a trick.""","Crewe Alexandra made a bid to sign new Manchester United star Marcus Rashford on loan last season, assistant boss James Collins has revealed.","{""summary"": ""Rashford's meteoric rise from U21 rejection to scoring twice on debut and earning a national team spot underscores the value of opportunity in youth academies.""}",0.480521559715271
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Atkinson, who can also play in midfield, has made 20 appearances for the Magpies since signing in July 2015, following his release by West Brom. The 22-year-old has yet to play in a League Two game this season, but has featured twice in cup competitions. He could make his debut for the Heed when they travel to face struggling Guiseley on 25 October. Meanwhile, on-loan Carlisle midfielder Russell Penn, 30, has extended his loan stay with Gateshead until 26 December.",National League side Gateshead have signed versatile Notts County defender Wes Atkinson on a one-month loan deal.,"{""summary"": ""Atkinson has 20 Gateshead appearances but hasn't played League Two; he may debut vs Guiseley on Oct 25, while Penn's loan extends to Dec 26.""}",0.6219922304153442
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Declan Paul Butcher from Roe Park Court committed the 'single punch' assaults on Market Street in Limavady on 2 October 2014. CCTV footage showed his first victim being knocked unconscious. A second man suffered a double jaw fracture. Butcher appeared at Londonderry Crown Court on Thursday. He was sentenced to 14 months in prison. The court heard that the defendant had 51 previous convictions including eight assaults. He had also been assessed as presenting a high likelihood of reoffending. The judge told Butcher he had inflicted ""gratuitous violence"" on two"" completely innocent"" members of the public. The second man was punched and knocked out when he came across the first victim lying unconscious on Market Street. Both men later regained consciousness in hospital.",A 25-year-old man from Limavady has been jailed for knocking out two men in separate attacks on the same night.,"{""summary"": ""Declan Paul Butcher was sentenced to 14 months for a double assault on Market Street, after 51 prior convictions and a high reoffending risk.""}",0.3954715430736542
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","England was ranked seventh for child independence in the study of 18,000 seven- to 15-year-olds in 16 countries, by University of Westminster academics. Freeing children to go out alone in their local area benefited their health and development, the researchers said. Fear over traffic was the top reason for restricting freedom, they added. The children and their parents were surveyed between 2010 and 2012 about what they were allowed to do in their local neighbourhoods without supervision. This included: The study said: ""A large proportion of children under 11 years old in most of the countries do not have the the freedom to get about their local area. ""Even the oldest children are restricted in what they are allowed to do, at an age when many of the rights of adulthood are close to being granted, including the right to drive vehicles on the road once the test has been passed."" Overall, Finland was found to be the top-performing country on independent mobility, with Germany coming second. According to the survey, most Finns can, without supervision: In England, most primary school children are allowed to cross roads without supervision but only 28% to travel home from school and even fewer to go out after dark, travel on local buses or walk to places other than school. Even at secondary school, less than 25% are allowed out alone after dark. Ben Shaw, director of the Policy Studies Institute, said: ""Obviously, we've got to protect children but part of their development is that we allow them to gain independence. ""People see the change from primary school to secondary school as the time to do it, but not having them do it earlier means there is a spike in road accidents at this age.""","Anxious parents in England give their children less freedom to play and go outside than those in many other European countries, research suggests.","{""summary"": ""England ranked seventh in a study of 18,000 children across 16 countries, with independent mobility mainly limited by traffic fears, while Finland topped the list.""}",0.4565142095088959
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","The 36-year-old was taken to a London hospital in a critical condition at about 03:45 after he became unwell at an address in Carshalton Road, Mitcham. He died in hospital shortly after 07:00 GMT and his next of kin have been informed. A police spokesperson said they were treating the death as ""unexplained"" and enquiries at the home were ongoing. It is not believed that any other person was involved. The spokesperson added that there was ""no evidence to suggest that the incident is linked to extremism or terrorism"". Surrounding roads were closed as emergency services including fire engines carrying specialist chemical detection equipment attended the scene. However, these have since reopened.","A man has died after he ""came into contact with chemicals"" at a house in south London, police said.","{""summary"": ""A 36‑year‑old died in hospital after becoming ill at a Mitcham home, with authorities treating the death as unexplained and finding no extremism links.""}",0.5149888396263123
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Simeone, 44, has led Atletico to a host of trophies since becoming coach in 2011, including last season's La Liga title and the 2012 Europa League crown. They were runners-up to Real Madrid in the 2014 Champions League final, who they face in this season's last eight. ""I am here because I'm convinced the club will continue to grow,"" he said. Simeone is widely regarded as one of the best coaches in European football, and was reported to have been linked with a number of clubs, including Manchester City. ""Nobody embodies the values of our club more so than Simeone,"" said club president Enrique Cerezo. The Argentine guided Atletico to their first title since 1996 last year with a last-day draw at Barcelona. His side were then seconds away from winning the Champions League until Sergio Ramos's header took rivals Real into extra-time.",Coach Diego Simeone has signed a contract extension with Atletico Madrid that will keep him at the Spanish champions until 2020.,"{""summary"": ""Simeone, 44, has guided Atletico to multiple trophies since 2011, including La Liga and Europa League, and nearly won the Champions League in 2014.""}",0.6350606679916382
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","The call was made by Scottish Conservative Mary Scanlon and backed by SNP MSP Mike MacKenzie. The state of Holyrood's coffee was raised during questions about staff and services at the Edinburgh building. Linda Fabiani suggested the complainers could use ""very good coffee bags"" and ""some really hot water"". She was answering on behalf of the Scottish Parliamentary Corporate Body which runs the parliament. After taking a question about food waste disposal, Ms Fabiani was informed by Ms Scanlon that she would like to ""increase the amount of food disposal"" in some areas, namely the coffee for committee meetings. Ms Scanlon, the MSP for the Highlands and Islands, told the chamber: ""On behalf of my colleague on the audit and education committee, Colin Beattie, and colleagues across this parliament from all parties can I ask if the corporate body will ensure that new and existing MSPs get a decent cup of coffee in committee in session five [after the next Holyrood election]."" Ms Scanlon was backed by Mr MacKenzie who said he ""shared the concerns"". He had also observed that the quality of the coffee diminished the longer it sat in their flasks. Ms Fabiani responded by saying: ""I guess it is all a matter of taste I quite like the coffee that we get in committee."" However, she added that it was a complaint she had heard ""over the last couple of years"". Ms Fabiani said the fact the coffee urns were being emptied each day suggested that most people were ""quite happy"" with what was being offered.",Pleas have been made by members of the Scottish Parliament for better quality coffee to be served to them during committee meetings.,"{""summary"": ""Scottish MSPs Mary Scanlon and Mike MacKenzie raised concerns about poor coffee quality in Holyrood committees, urging the corporate body to improve offerings.""}",0.6920641660690308
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","It says the overnight operation took place in Nowzad district in Helmand province. Two insurgents were killed and many were detained in the raid. It came amid the Taliban's annual spring offensive, which has seen heavy fighting in Helmand. In December a similar operation led to the release of 40 people. The latest mission was carried out under the cover of darkness by the Ktah Khas, Afghanistan's counter-terrorism unit and commando forces, the statement said. Nato said its troops had ""supported their Afghan partners in a train, advise and assist role"". The statement gave no details about the liberated prisoners, who are said to have been taken to Kandahar to be debriefed. The Afghan forces did not sustain any casualties in the raid, Nato added. Correspondents say the operation is rare success for Afghan forces who have been put on the back foot by Taliban advances in Helmand. The Taliban have made gains since international troops withdrew from an active fighting role in 2014. Nato forces are increasingly being deployed in battle zones to support Afghan forces fighting the Taliban. Last year, the number of people killed and wounded in the conflict rose to the highest level yet recorded, the UN recently said.","Afghan special forces have freed more than 60 people held by the Taliban in a makeshift jail in the south of the country, Nato says.","{""summary"": ""Afghan counter‑terrorism forces raided Nowzad district in Helmand, killing two insurgents, detaining many, with NATO support amid the Taliban spring offensive.""}",0.3963447213172912
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Kyaw Win admitted buying the bogus PhD from a fictitious online university - Brooklyn Park in the US - which sold fake qualifications from Pakistan. He was caught when the National League for Democracy party, which is forming the new government, made his CV public. It remains to be seen if Kyaw Win remains on the list of cabinet ministers to take office next week. A party spokesman told the BBC that the fake degree did not matter. Confronted by the Myanmar Times newspaper, Kyaw Win admitted the degree was fake. ""I am not going to call myself 'Dr' any more, as I know now that it is a fake university. The PhD on my CV is not a real qualification,"" he told the newspaper. A BBC check found the title still on his LinkedIn page, reports the BBC's Jonah Fisher. Kyaw Win wrote a number of articles on economics and finance using his fake title. Our correspondent says if the former civil servant is confirmed as minister, he will be responsible for a huge budget and his honesty and accuracy will be vital to the smooth running of Aung San Suu Kyi's new government in Myanmar, also called Burma. Brooklyn Park University was among some 370 academic websites exposed as bogus last year by the New York Times which traced tens of millions of dollars in estimated revenue from fake degrees back to Pakistan.","The man proposed as Myanmar's new finance and planning minister has a fake degree in finance, it has emerged.","{""summary"": ""Kyaw Win admitted buying a fake PhD from Brooklyn Park University, a bogus institution, and may face questions about his ministerial appointment.""}",0.5991330146789551
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Veteran striker Peter Weatherson bagged a first-half brace, including a penalty, to put the visitors firmly in control at Links Park. Matthew Flynn and Josh Todd both struck from close range around the hour-mark. Todd added his second of late on, with Jim Chapman's side rising to fourth, one point clear of Queen's Park, while Montrose drop to ninth after Berwick Rangers and Arbroath both won.","Annan Athletic moved into the League Two play-off places, routing Montrose.","{""summary"": ""Visitors, with Peter Weatherson’s brace and goals from Matthew Flynn and Josh Todd, beat Montrose at Links Park, sending the hosts down to ninth.""}",0.3168171644210815
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","A 20-year-old man was with a male friend in Old Rutherglen Road when another man attacked him with a weapon at about 13:05 on 22 September. The victim was treated in hospital for a leg injury. Detectives believe the man in the images may be able to help with their inquiry. He is described as white, aged about 20, with short brown hair. At the time of the incident, he was wearing a tracksuit top that was white at the front and light blue at the back, dark tracksuit trousers and dark trainers. He was last seen walking on Caledonia Road towards Cathcart Road. Det Con Nicol McPherson said: ""This was a violent attack that took place in broad daylight which left this man with a serious leg injury. ""I would urge anyone who recognises the man in the images, or who has information that may assist the investigation to contact Cathcart Police Office.""","Police have released CCTV images of a man they want to trace over a ""violent attack"" in the Gorbals area of Glasgow.","{""summary"": ""A 20‑year‑old man was attacked on 22 September in Old Rutherglen Road, sustaining a leg injury, and police seek witnesses to identify the suspect.""}",0.4334089756011963
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","By the close, the FTSE 100 had gained 0.97%, or 64.57 points, to end at 6,737.95. France's CAC-40 closed up 1.94% at 4,998.10 while Germany's Dax ended up 1.49% at 11,484.38. The rises came after European Council President Donald Tusk said a bailout for Greece was ""all ready to go"". US stock markets also traded higher early in the session. Bank and financial shares surged, with Germany's Deutsche Bank shares closing up 3.3%, while the biggest winner on Frankfurt's main index was the stock exchange Deutsche Boerse up 4.38%. However, after an early spike upwards, the euro fell 1.19% against the dollar to buy $1.1024, and tumbled 1.18% against the pound to buy 71p. Nick Stamenkovic at RIA Capital Markets said: ""The relief rally in the euro was short-lived as investors await details of the Greek agreement."" An initial drop in the yield, or cost of government borrowing, in Italy and Spain - the countries seen most at risk from the knock-on effects of a Greece exit - also tapered off. Eurozone leaders have said that so far, a blueprint for a Greek debt deal has been agreed, with European countries' parliamentary approval processes beginning from Wednesday. ""For the markets, it's clearly positive that there is an agreement among the European member states and that there is an atmosphere of co-operation,"" said Philippe Gijsels, head of research at BNP Paribas Fortis Global Markets in Brussels. ""Still, there is a bit of execution risk which may haunt us in terms of volatility.""",(Close): Shares in London and other key European markets have risen on news that eurozone leaders have reached a deal on a third bailout for Greece.,"{""summary"": ""European stocks rose—FTSE 100 up 0.97%, CAC‑40 1.94%, DAX 1.49%—after Tusk announced a Greek bailout, but the euro fell and execution risk lingers.""}",0.7368544340133667
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Anthony Tavernor has been restoring Plas Cadnant Hidden Gardens, near Menai Bridge, on Anglesey for 20 years, describing it as his life's project. But after days of heavy rain, a ""tidal wave"" of flood water swept through the garden in the early hours of Saturday. It came as floods caused ""chaos"" across north Wales. Former farmer Mr Tavernor has been restoring the 10-acres of garden and buildings at Plas Cadnant since buying the then overgrown 200-acre estate in 1996. It now attracts visitors - both local and from abroad - and its fans include the Prince of Wales, who Mr Tavernor said had hoped to visit the estate. But the force of the water from the flooded River Cadnant has now washed away many precious plants, including some rare botanical species. It also demolished a wall dating back some 200 years, as well stone obelisks, platforms and seats. ""The garden sits down in the valley so a huge amount of water came down from the fields like a tidal wave, devastating everything in its path,"" said Mr Tavernor. ""I'm just devastated. This has been my life's project - my purpose in life - for the last 20 years and I live and dream it, ""It's everything. I'm so emotionally involved with the garden. We've had so much support from people since we put the pictures on our Facebook page. It's almost like a bereavement."" But he insisted he would carry on his work, despite the setback, and aimed to open as normal for visitors in February. ""I was hoping to have a legacy for the future generations,"" he added. ""I'm sure a lot of people would abandon it but I'm going to persevere."" Days of rain caused floods which led to roads being closed, trains disrupted and homes evacuated on Boxing Day. Four flood warnings remain in place across north and west Wales, along with dozens of flood alerts.","A historical walled garden has been ""devastated"" by floods which have washed away a 200-year-old wall and rare plants, its owner has said.","{""summary"": ""Anthony Tavernor, who has spent two decades restoring Plas Cadnant Hidden Gardens on Anglesey, faces devastation from recent floods but vows to rebuild and reopen.""}",0.5044131278991699
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Taylor, 23, underwent surgery on multiple fractures, but the club's head physotherapist Kate Rees says he is expected to make a full recovery. Rees said: ""The surgeons worked hard on Neil's injury... and did a very good job. ""He is comfortable and the surgeons are happy with the operations."" She added: ""While he should make a full recovery, the extent of the injury means Neil is likely to miss the rest of the season.'' Taylor was injured after falling awkwardly in the first half at the Liberty Stadium. His foot was trapped underneath him as he fell to the ground, taking the full weight of Sunderland's Craig Gardner on the way down. Taylor immediately summoned the Swansea medical staff as he held his left ankle in agony after just 15 minutes of the match. ""When you have injuries like that it is normally very violent, but this was not violent,"" said manager Michael Laudrup. ""It was even a free-kick against us. ""Sometimes these injuries happen in strange ways, you don't think anything is wrong and then there is ligament damage or something like that, it is very sad. ""But you see things that are much more violent than that - this was not violent, it was unlucky. ""He was very unlucky to fall in a bad way, you can't blame the Sunderland player for that."" As well as missing a significant part of Swansea's season, Taylor will be unavilable for most of Wales' 2014 World Cup qualifying campaign, which starts against Belgium on Friday. Taylor impressed for Team GB at the 2012 London Olympic Games and was expected to play a big part in Wales boss Chris Coleman's plans. Teenager Ben Davies was Taylor's replacement for Swansea, making an assured Premier League debut as Laudrup's side twice hit back to secure a draw.",Wales defender Neil Taylor is expected to miss the rest of the season after fracturing an ankle in Swansea City's 2-2 draw with Sunderland on Saturday.,"{""summary"": ""Swansea's 23‑year‑old Taylor had surgery for fractures, is expected to recover but will miss the rest of the season and most of Wales' 2014 qualifiers.""}",0.8125028014183044
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Adam King struck either side of the break in the 2-0 win over Reading at Liberty Stadium. In March, the Swans' development squad drew with Wolverhampton Wanderers to take the league crown. The cup final win meant the young Swans celebrated 31 wins across all competitions in 2016-17. The youngsters' success came after Swansea's senior team survived in the Premier League after Crystal Palace beat Hull 4-0 on Sunday for the latter to be relegated.",Swansea City Under-23s have won their season's double after adding the Premier League Cup to their Premier League Two title.,"{""summary"": ""Adam King scored twice in a 2-0 win over Reading, and Swansea won the league crown, marking 31 wins after the senior team's league survival.""}",0.6326929330825806
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","Party officials opted not to automatically reselect Mohammad Asghar, prompting an open contest. On Thursday night it was announced Mr Asghar had topped the poll. A second AM forced to follow the same procedure, William Graham, finished outside the top four - meaning he is effectively de-selected. Second on the list will be Laura Anne Jones, previously an AM between 2003-07. In a statement, Mr Graham said: ""Whilst I am personally disappointed that I will not be part of an expanding Welsh Conservative team after the elections in May, I remain as invested as any of my colleagues in the goal of bringing an end to this tired Labour government."" The Conservatives currently hold two of the available four seats in South Wales East. The 60 AMs include 20 elected via regional lists, aimed to give a fairer reflection of support for each party.",A Conservative AM forced to face a ballot of party members has come top of the South Wales East regional list for the 2016 assembly election.,"{""summary"": ""Officials skipped reselecting Mohammad Asghar, where he won, William Graham lost, Laura Anne Jones became candidate; Conservatives hold two of four South Wales East seats.""}",0.4239844679832458
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","The company blamed the ""market decline in Eastern Europe"" for offsetting strength in Asian markets. Carlsberg shares are down more than 9% in Copenhagen. Ukrainian sales fell by an estimated 17% ""as a result of the deteriorating economic climate as well as significant price increases"" applied to keep up with high inflation, the company said. ""For the full year, we therefore do not expect that the strong Asian performance will be enough to offset the weaker than expected results in Western Europe and the challenging market conditions in Eastern Europe,"" said chief executive Cees 't Hart. Bad weather also hurt the brewer's bottom line in Western Europe. The company also reported adjusted net profit fell 23% to 1.73bn Danish kroner (Â£163m) in the first half of the year. Mr 't Hart joined the company in mid-June. ""While I'm delighted with the enthusiasm and commitment of our employees, I also recognise that we must step up further to achieve the full potential of the group,"" he said. ""To do so, we have initiated a process of revising the group's strategy to re-establish and further strengthen our financial flexibility."" Carlsberg's brands include Kronenbourg 1664, Holsten Pilsner and of course, Carlsberg. Earlier this month, Carlsberg's rival, Heineken, reported better than expected first-half results.","Shares of Danish brewer Carlsberg are falling sharply, after the company lowered its annual profit forecast.","{""summary"": ""Carlsberg's first‑half profit fell 23%, with sales drops in Eastern and Western Europe, prompting the CEO to revise strategy for financial flexibility.""}",0.737800121307373
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","The eighteen-year-old lost his lower legs and spent nearly a month in hospital after the accident. It happened during a race at Donington Park, days before his birthday. When he was recovering from his accident, Billy said he really wanted to race again, despite his injuries, Now the Formula 4 racer is back behind the wheel - trying out a car specially designed to make it easy for him to drive. The controls for the Fun Cup endurance racer are attached to the steering wheel instead of being the floor of the car, where they'd normally be. The new racing car came from a group called Team BRIT. They help disabled people and people with injuries that would making driving difficult, to compete in motorsport. It's designed to look like a Volkswagen Beetle, and Billy's been giving it a test drive at Brands Hatch in Kent. Billy says it's been really good just to get back behind the wheel, but he still wants to perfect his technique and get used to driving the new car. While Billy still has some training and therapy to get through, he says that's all going well, and he's hoping to get back out on the track properly soon. He says his ambition is now to compete in the Le Mans 24 Hours, along with Frenchman Frederic Sausset, who lost both his arms and legs through an illness. The teenager also wants to thank his fans, saying he's been overwhelmed by the help they've given him. He says: ""People keep saying I'm the inspiration but I think all these people coming together to support someone who has gone through an accident like this, they're the true inspiration.""","Teenage racing driver Billy Monger has returned to the racing track, almost three months after he was badly hurt in a crash.","{""summary"": ""Eighteen‑year‑old racer Billy, who lost his lower legs in a Donington Park crash, now drives a custom VW‑Beetle‑style car to pursue Le Mans 24‑Hour competition.""}",0.4537628889083862
"Summarize the following article in one concise sentence. Keep the summary under 25 words, avoid direct quotations, and output only the summary text.","The Argentine-born film-maker died in hospital in Sao Paulo on 13 July after a heart attack, Denise Winther of Babenco's HB Films said. Kiss of the Spider Woman, a surreal prison drama, was also nominated for best picture at the Oscars, while William Hurt won best actor. Babenco also directed 1987's Ironweed with Jack Nicholson and Meryl Streep. Both Nicholson and Streep were nominated for best actor and actress Oscars in the film about an alcoholic drifter. Babenco's most recent film was last year's My Hindu Friend, a film about a film director very close to death, starring Willem Dafoe. Babenco leaves his wife Barbara and daughter Janka.","Hector Babenco, the Brazilian director nominated for an Oscar for 1985's Kiss of the Spider Woman, has died aged 70.","{""summary"": ""Filmmaker Babenco died of a heart attack in São Paulo on July 13; Kiss of the Spider Woman and Ironweed, he leaves Barbara and daughter Janka.""}",0.7383288145065308
,,,,
AVERAGE,,,,0.5730351358652115
