prompt,document,summary,pred_answer,score
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Paul McMullen got them underway when he finished a Billy King cross, and shortly after it was 2-0 when King scored with a long-range shot. Mark Durnan volleyed in a third to give the visitors a commanding half-time lead against the Highland League side. The result was marred with United striker James Keatings carried off. The result at Victoria Park gives Ray McKinnon's men six points out of six following the 2-0 win on Saturday over Raith Rovers.",Three first-half goals moved Dundee United three points clear at the top of Scottish League Cup Group C as they eased past Buckie Thistle.,"{""summary"": ""Ray McKinnon's team secured a 2-0 victory over Raith Rovers, earning all six points, with key goals from King and Durnan, while Keatings was injured.""}",0.4279323816299438
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Lee Gregory could have put the Lions ahead, but shot over from close range. Visting goalkeeper Jordan Archer made a fine save to deny Elliot Lee before Gregory and Chris Taylor both missed chances at the other end. Taylor almost sealed three points for Millwall late on but his defected effort hit the post, meaning the Londoners drop to sixth in the table. They are four points ahead of Barnsley, who have a game in hand, while Colchester remain in 23rd place, still seven points adrift of safety. Millwall boss Neil Harris told BBC Radio London: Media playback is not supported on this device ""I don't think we were really quite as clinical as we have been. ""I thought we were very lacklustre in the first half and never really imposed our tempo on the game. ""I think we can focus on the fact that it's a really good clean sheet, it's another point gained. ""Having said that, I'm obviously disappointed. I thought we should have come here and won today.""",League One strugglers Colchester United had to settle for a point against play-off chasing Millwall.,"{""summary"": ""Millwall lost 1‑0 to the Lions, missing several chances, falling to sixth place, with boss Neil Harris disappointed yet acknowledging the defensive effort.""}",0.4326891005039215
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The man was crossing Abbot Adams Bridge in Main Street, Kilwinning, at about 03:00 when he was hit by a blue Vauxhall Corsa. He was taken to Crosshouse Hospital, Kilmarnock, where his condition was described as serious but stable. Police say the car drove off towards Irvine and have appealed for witnesses. Sgt Ian Thornton said: ""Inquiries are ongoing into the circumstances surrounding this collision. ""Officers have been checking all available CCTV systems and have been speaking to witnesses who came to the man's aid. ""I would appeal to the driver of the Corsa to come forward and contact police as a matter of urgency. ""Similarly, I would ask anyone who witnessed the collision, or the Vauxhall Corsa being driven, to contact the Divisional Road Policing Unit at Irvine via the police non-emergency number 101 or Crimestoppers on 0800 555 111.""",A 51-year-old man has suffered serious injuries after being struck by a car in a hit-and-run incident in North Ayrshire.,"{""summary"": ""A man was seriously injured crossing Abbot Adams Bridge when a blue Vauxhall Corsa struck him; police are seeking witnesses and the driver to investigate.""}",0.6072529554367065
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The prosecution was brought by the RSPCA following a raid at a puppy farm at a traveller site in Essex. Teresa Wade, 57, Victoria Montgomery, 54, her daughter Roxanne Montgomery, 33 and Tony Hammond, 34, admitted fraud at Basildon Crown Court. The gang, from Essex and east London, will be sentenced later. Live: For more on this and other Essex stories All four admitted handling about 750 puppies between July 2013 and October 2014. The court heard the animals were sold for an average of £450 each and the RSPCA estimates the fraud was worth more than £300,000. The court was shown video footage shot by the RSPCA of dozens of cockerpoo (a cocker spaniel and poodle crossbreed) puppies kept in cages inside dark sheds near South Ockendon. The dogs - some barely two weeks old - had soiled newspapers for bedding, no toys and some had no heating. Teresa Wade, of Ship Lane, Aveley, South Ockendon, admitted advertising them over the internet as being home-reared, and that they were shown to prospective buyers at houses belonging to the other defendants, before being sold for up to £750 each in cash. But some of the animals were so sick they died shortly after arriving at their new homes, or cost their new owners thousands of pounds in vet bills. Wade will be sentenced later along with Victoria Montgomery, of Melford Avenue, Dagenham, and Hammond and Roxanne Montgomery, both of Grafton Raod, Dagenham.","Three women and a man have admitted fraud in connection with the sale of hundreds of puppies, some of which died or suffered serious health problems.","{""summary"": ""An Essex puppy‑farm ring sold 750 poorly kept cockerpoos for over £300,000, leading to RSPCA prosecution and court admissions of fraud.""}",0.5127201080322266
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Simeone, 44, has led Atletico to a host of trophies since becoming coach in 2011, including last season's La Liga title and the 2012 Europa League crown. They were runners-up to Real Madrid in the 2014 Champions League final, who they face in this season's last eight. ""I am here because I'm convinced the club will continue to grow,"" he said. Simeone is widely regarded as one of the best coaches in European football, and was reported to have been linked with a number of clubs, including Manchester City. ""Nobody embodies the values of our club more so than Simeone,"" said club president Enrique Cerezo. The Argentine guided Atletico to their first title since 1996 last year with a last-day draw at Barcelona. His side were then seconds away from winning the Champions League until Sergio Ramos's header took rivals Real into extra-time.",Coach Diego Simeone has signed a contract extension with Atletico Madrid that will keep him at the Spanish champions until 2020.,"{""summary"": ""Since 2011, Simeone has guided Atletico Madrid to multiple trophies, including La Liga and the Europa League, cementing his status as a top European coach.""}",0.6798651218414307
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","By the close, the FTSE 100 had gained 0.97%, or 64.57 points, to end at 6,737.95. France's CAC-40 closed up 1.94% at 4,998.10 while Germany's Dax ended up 1.49% at 11,484.38. The rises came after European Council President Donald Tusk said a bailout for Greece was ""all ready to go"". US stock markets also traded higher early in the session. Bank and financial shares surged, with Germany's Deutsche Bank shares closing up 3.3%, while the biggest winner on Frankfurt's main index was the stock exchange Deutsche Boerse up 4.38%. However, after an early spike upwards, the euro fell 1.19% against the dollar to buy $1.1024, and tumbled 1.18% against the pound to buy 71p. Nick Stamenkovic at RIA Capital Markets said: ""The relief rally in the euro was short-lived as investors await details of the Greek agreement."" An initial drop in the yield, or cost of government borrowing, in Italy and Spain - the countries seen most at risk from the knock-on effects of a Greece exit - also tapered off. Eurozone leaders have said that so far, a blueprint for a Greek debt deal has been agreed, with European countries' parliamentary approval processes beginning from Wednesday. ""For the markets, it's clearly positive that there is an agreement among the European member states and that there is an atmosphere of co-operation,"" said Philippe Gijsels, head of research at BNP Paribas Fortis Global Markets in Brussels. ""Still, there is a bit of execution risk which may haunt us in terms of volatility.""",(Close): Shares in London and other key European markets have risen on news that eurozone leaders have reached a deal on a third bailout for Greece.,"{""summary"": ""European stocks surged on news of a Greek bailout, yet the euro weakened and investors remain wary of execution risks, keeping volatility in play.""}",0.5763651132583618
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","England was ranked seventh for child independence in the study of 18,000 seven- to 15-year-olds in 16 countries, by University of Westminster academics. Freeing children to go out alone in their local area benefited their health and development, the researchers said. Fear over traffic was the top reason for restricting freedom, they added. The children and their parents were surveyed between 2010 and 2012 about what they were allowed to do in their local neighbourhoods without supervision. This included: The study said: ""A large proportion of children under 11 years old in most of the countries do not have the the freedom to get about their local area. ""Even the oldest children are restricted in what they are allowed to do, at an age when many of the rights of adulthood are close to being granted, including the right to drive vehicles on the road once the test has been passed."" Overall, Finland was found to be the top-performing country on independent mobility, with Germany coming second. According to the survey, most Finns can, without supervision: In England, most primary school children are allowed to cross roads without supervision but only 28% to travel home from school and even fewer to go out after dark, travel on local buses or walk to places other than school. Even at secondary school, less than 25% are allowed out alone after dark. Ben Shaw, director of the Policy Studies Institute, said: ""Obviously, we've got to protect children but part of their development is that we allow them to gain independence. ""People see the change from primary school to secondary school as the time to do it, but not having them do it earlier means there is a spike in road accidents at this age.""","Anxious parents in England give their children less freedom to play and go outside than those in many other European countries, research suggests.","{""summary"": ""A Westminster study of 18,000 children across 16 countries ranks England seventh in child independence, with traffic fears limiting unsupervised mobility, while Finland leads.""}",0.5138539671897888
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Party officials opted not to automatically reselect Mohammad Asghar, prompting an open contest. On Thursday night it was announced Mr Asghar had topped the poll. A second AM forced to follow the same procedure, William Graham, finished outside the top four - meaning he is effectively de-selected. Second on the list will be Laura Anne Jones, previously an AM between 2003-07. In a statement, Mr Graham said: ""Whilst I am personally disappointed that I will not be part of an expanding Welsh Conservative team after the elections in May, I remain as invested as any of my colleagues in the goal of bringing an end to this tired Labour government."" The Conservatives currently hold two of the available four seats in South Wales East. The 60 AMs include 20 elected via regional lists, aimed to give a fairer reflection of support for each party.",A Conservative AM forced to face a ballot of party members has come top of the South Wales East regional list for the 2016 assembly election.,"{""summary"": ""Officials bypassed reselecting Mohammad Asghar, a contest where he won, William Graham lost, and Laura Anne Jones became candidate; Conservatives hold two of four seats.""}",0.3954222798347473
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Adam King struck either side of the break in the 2-0 win over Reading at Liberty Stadium. In March, the Swans' development squad drew with Wolverhampton Wanderers to take the league crown. The cup final win meant the young Swans celebrated 31 wins across all competitions in 2016-17. The youngsters' success came after Swansea's senior team survived in the Premier League after Crystal Palace beat Hull 4-0 on Sunday for the latter to be relegated.",Swansea City Under-23s have won their season's double after adding the Premier League Cup to their Premier League Two title.,"{""summary"": ""Swansea's youth squad won 31 games, a cup final, and a league title, while the senior team stayed in league after Crystal Palace beat Hull.""}",0.7321755886077881
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Englishwoman Evans, 29, is a 10-time ladies' champion. Doherty, 45, won the tournament in 1997, but the world number 43 has not reached the third round since 2006. The winner must make it through two more qualifying rounds to reach the main draw, which starts on 18 April. The tournament has increased this year from 128 to 144 players. The top 16 seeds automatically qualify for the first round, with all non-seeded players starting in the first of three qualifying rounds which run from 8-15 April. Evans received an invitation to the qualifying draw from snooker's governing body, the World Professional Billiards and Snooker Association (WPBSA). Six-time world champion Steve Davis is also attempting to qualify. He faces Jamie Cope in the first round of qualifying. Jimmy White, six times a runner-up at the Crucible, meets Thailand's James Wattana, while 2006 world champion Graeme Dott has been drawn against Mark Owens. Defending champion Mark Selby is the top seed, with five-time winner Ronnie O'Sullivan seeded second - the two met in last year's final.",Reanne Evans will face former world champion Ken Doherty in the first round of qualifying as she bids to become the first woman to appear in the main stages of the World Championship.,"{""summary"": ""The 2025 snooker championship expands to 144 players, with top seeds like Selby and O'Sullivan automatically entering, while others, including Evans and Davis, must qualify.""}",0.2664787769317627
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The call was made by Scottish Conservative Mary Scanlon and backed by SNP MSP Mike MacKenzie. The state of Holyrood's coffee was raised during questions about staff and services at the Edinburgh building. Linda Fabiani suggested the complainers could use ""very good coffee bags"" and ""some really hot water"". She was answering on behalf of the Scottish Parliamentary Corporate Body which runs the parliament. After taking a question about food waste disposal, Ms Fabiani was informed by Ms Scanlon that she would like to ""increase the amount of food disposal"" in some areas, namely the coffee for committee meetings. Ms Scanlon, the MSP for the Highlands and Islands, told the chamber: ""On behalf of my colleague on the audit and education committee, Colin Beattie, and colleagues across this parliament from all parties can I ask if the corporate body will ensure that new and existing MSPs get a decent cup of coffee in committee in session five [after the next Holyrood election]."" Ms Scanlon was backed by Mr MacKenzie who said he ""shared the concerns"". He had also observed that the quality of the coffee diminished the longer it sat in their flasks. Ms Fabiani responded by saying: ""I guess it is all a matter of taste I quite like the coffee that we get in committee."" However, she added that it was a complaint she had heard ""over the last couple of years"". Ms Fabiani said the fact the coffee urns were being emptied each day suggested that most people were ""quite happy"" with what was being offered.",Pleas have been made by members of the Scottish Parliament for better quality coffee to be served to them during committee meetings.,"{""summary"": ""Scottish MPs highlighted poor coffee quality at Holyrood, urging the parliamentary body to improve coffee provision for committee meetings.""}",0.8169194459915161
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Declan Paul Butcher from Roe Park Court committed the 'single punch' assaults on Market Street in Limavady on 2 October 2014. CCTV footage showed his first victim being knocked unconscious. A second man suffered a double jaw fracture. Butcher appeared at Londonderry Crown Court on Thursday. He was sentenced to 14 months in prison. The court heard that the defendant had 51 previous convictions including eight assaults. He had also been assessed as presenting a high likelihood of reoffending. The judge told Butcher he had inflicted ""gratuitous violence"" on two"" completely innocent"" members of the public. The second man was punched and knocked out when he came across the first victim lying unconscious on Market Street. Both men later regained consciousness in hospital.",A 25-year-old man from Limavady has been jailed for knocking out two men in separate attacks on the same night.,"{""summary"": ""Declan Paul Butcher, with 51 prior convictions, was sentenced to 14 months for a single‑punch assault on Market Street, causing unconsciousness and a jaw fracture.""}",0.4412935376167297
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The 50m (150ft) pylons would run from Carlisle to Heysham, Lancashire, to connect a new Â£10bn nuclear power plant at Moorside, Sellafield, to the grid. Power Without Pylons and Friends of the Lake District say the National Grid is ""ignoring"" demands for the cables to go underground in ""sensitive landscapes"". The National Grid said it ""fully recognises the importance"" of the area. The campaign walk is taking place from Black Combe where the pylons will be visible, down to the National Park's costal boundary and across the mouth of Duddon. Graham Pitts, chairman of Power Without Pylons, said: ""This is a very serious decision. These pylons are going to be up for the rest of this century. ""I don't think people appreciate two things - one, how stunning the view is around here, and two, how much these pylons are going to affect it by their sheer size."" The Lake District is being put forward as the UK's next nomination for World Heritage status. A National Grid spokesman said: ""We have not yet made a final decision on how and where the new connection will be built. ""When building connections for generators, we strive to avoid designated landscapes. Where this is not possible, we work closely with stakeholders and communities and carry out consultations to develop a proposal which achieves the best possible balance between protecting the environment and ensuring everyone has an affordable electricity supply."" A formal consultation is expected to take place later in the year, with the final plans submitted to the planning inspectorate in 2017.",Campaigners are holding a protest walk against plans to build pylons across the Lake District National Park.,"{""summary"": ""Campaigners oppose 150‑ft pylons linking a £10bn Moorside nuclear plant to the grid, citing environmental harm to Lake District; National Grid will consult stakeholders before deciding.""}",0.6211280822753906
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Reports suggest Chinese buyers are acquiring the clothing retailer, which started in London in the 1850s. Its illustrious fans have included the Queen Mother, Margaret Thatcher and actors such as Cary Grant. But after the British firm was saved from administration in 2012, it has mainly focused on China and last year saw its UK sales fall 16%. Hong Kong-based YGM Trading, which bought it for £15m four years ago, said Aquascutum is due to be sold in March 2017 to two buyers. The unnamed acquirers have made a $5m down payment for exclusive rights to the deal, YGM said in its annual report this week. Chinese textile firm Shandong Ruyi Group is understood to be one of the buyers, according to Bloomberg. Aquascutum started as a Mayfair tailors in 1851, rising to prominence after its founder, John Emary, patented the first waterproof textile. Its trench coats were worn by British soldiers during the First World War, while in 1953 its wyncol fabric - designed to withstand 100 mph winds - was used by explorer Edmund Hillary in the first confirmed ascent of Mount Everest. The coats were also a regular feature on the silver screen, with Sean Connery wearing one in Another Time, Another Place in 1958 and Sophia Loren in The Key. However, the retailer has struggled in recent years, closing its Nottinghamshire factory in 2012 and then falling into administration. Under YGM's ownership, the company's primary focus has been China, with 135 of its 146 outlets located in mainland China, Hong Kong, Macau and Taiwan. Last year it closed 14 stores in China amid declining sales, but opened one in Europe. In the UK, its three remaining standalone stores are in Westfield London, Great Marlborough Street and Jermyn Street.","Aquascutum, whose luxury raincoats have been worn by royalty and film stars, is being sold for $120m (£97m).","{""summary"": ""Chinese buyers are set to acquire Aquascutum, the London clothing brand that has struggled, with YGM's ownership shifting focus to China amid declining UK sales.""}",0.6191548109054565
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","It says the overnight operation took place in Nowzad district in Helmand province. Two insurgents were killed and many were detained in the raid. It came amid the Taliban's annual spring offensive, which has seen heavy fighting in Helmand. In December a similar operation led to the release of 40 people. The latest mission was carried out under the cover of darkness by the Ktah Khas, Afghanistan's counter-terrorism unit and commando forces, the statement said. Nato said its troops had ""supported their Afghan partners in a train, advise and assist role"". The statement gave no details about the liberated prisoners, who are said to have been taken to Kandahar to be debriefed. The Afghan forces did not sustain any casualties in the raid, Nato added. Correspondents say the operation is rare success for Afghan forces who have been put on the back foot by Taliban advances in Helmand. The Taliban have made gains since international troops withdrew from an active fighting role in 2014. Nato forces are increasingly being deployed in battle zones to support Afghan forces fighting the Taliban. Last year, the number of people killed and wounded in the conflict rose to the highest level yet recorded, the UN recently said.","Afghan special forces have freed more than 60 people held by the Taliban in a makeshift jail in the south of the country, Nato says.","{""summary"": ""Afghan counter‑terrorism forces raided Helmand’s Nowzad district at night, killing two insurgents, detaining many, with NATO support, marking a rare success amid Taliban advances.""}",0.4172115623950958
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Anthony Tavernor has been restoring Plas Cadnant Hidden Gardens, near Menai Bridge, on Anglesey for 20 years, describing it as his life's project. But after days of heavy rain, a ""tidal wave"" of flood water swept through the garden in the early hours of Saturday. It came as floods caused ""chaos"" across north Wales. Former farmer Mr Tavernor has been restoring the 10-acres of garden and buildings at Plas Cadnant since buying the then overgrown 200-acre estate in 1996. It now attracts visitors - both local and from abroad - and its fans include the Prince of Wales, who Mr Tavernor said had hoped to visit the estate. But the force of the water from the flooded River Cadnant has now washed away many precious plants, including some rare botanical species. It also demolished a wall dating back some 200 years, as well stone obelisks, platforms and seats. ""The garden sits down in the valley so a huge amount of water came down from the fields like a tidal wave, devastating everything in its path,"" said Mr Tavernor. ""I'm just devastated. This has been my life's project - my purpose in life - for the last 20 years and I live and dream it, ""It's everything. I'm so emotionally involved with the garden. We've had so much support from people since we put the pictures on our Facebook page. It's almost like a bereavement."" But he insisted he would carry on his work, despite the setback, and aimed to open as normal for visitors in February. ""I was hoping to have a legacy for the future generations,"" he added. ""I'm sure a lot of people would abandon it but I'm going to persevere."" Days of rain caused floods which led to roads being closed, trains disrupted and homes evacuated on Boxing Day. Four flood warnings remain in place across north and west Wales, along with dozens of flood alerts.","A historical walled garden has been ""devastated"" by floods which have washed away a 200-year-old wall and rare plants, its owner has said.","{""summary"": ""Anthony Tavernor’s restoration of Plas Cadnant Hidden Gardens was devastated by floods, yet he vows to rebuild and reopen the estate in February.""}",0.5028306245803833
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Veteran striker Peter Weatherson bagged a first-half brace, including a penalty, to put the visitors firmly in control at Links Park. Matthew Flynn and Josh Todd both struck from close range around the hour-mark. Todd added his second of late on, with Jim Chapman's side rising to fourth, one point clear of Queen's Park, while Montrose drop to ninth after Berwick Rangers and Arbroath both won.","Annan Athletic moved into the League Two play-off places, routing Montrose.","{""summary"": ""Peter Weatherson scored a first‑half brace, including a penalty, securing Jim Chapman's win and promotion to fourth place, while Montrose dropped to ninth.""}",0.3521472215652466
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","A 20-year-old man was with a male friend in Old Rutherglen Road when another man attacked him with a weapon at about 13:05 on 22 September. The victim was treated in hospital for a leg injury. Detectives believe the man in the images may be able to help with their inquiry. He is described as white, aged about 20, with short brown hair. At the time of the incident, he was wearing a tracksuit top that was white at the front and light blue at the back, dark tracksuit trousers and dark trainers. He was last seen walking on Caledonia Road towards Cathcart Road. Det Con Nicol McPherson said: ""This was a violent attack that took place in broad daylight which left this man with a serious leg injury. ""I would urge anyone who recognises the man in the images, or who has information that may assist the investigation to contact Cathcart Police Office.""","Police have released CCTV images of a man they want to trace over a ""violent attack"" in the Gorbals area of Glasgow.","{""summary"": ""A 20‑year‑old was assaulted on Old Rutherglen Road, sustaining a serious leg injury, and police are asking anyone who saw the attacker to come forward.""}",0.3516448140144348
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The 36-year-old was taken to a London hospital in a critical condition at about 03:45 after he became unwell at an address in Carshalton Road, Mitcham. He died in hospital shortly after 07:00 GMT and his next of kin have been informed. A police spokesperson said they were treating the death as ""unexplained"" and enquiries at the home were ongoing. It is not believed that any other person was involved. The spokesperson added that there was ""no evidence to suggest that the incident is linked to extremism or terrorism"". Surrounding roads were closed as emergency services including fire engines carrying specialist chemical detection equipment attended the scene. However, these have since reopened.","A man has died after he ""came into contact with chemicals"" at a house in south London, police said.","{""summary"": ""A 36‑year‑old died in a London hospital after becoming unwell at home; police say the death is unexplained, with no links to extremism, are investigating.""}",0.5111528635025024
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The company blamed the ""market decline in Eastern Europe"" for offsetting strength in Asian markets. Carlsberg shares are down more than 9% in Copenhagen. Ukrainian sales fell by an estimated 17% ""as a result of the deteriorating economic climate as well as significant price increases"" applied to keep up with high inflation, the company said. ""For the full year, we therefore do not expect that the strong Asian performance will be enough to offset the weaker than expected results in Western Europe and the challenging market conditions in Eastern Europe,"" said chief executive Cees 't Hart. Bad weather also hurt the brewer's bottom line in Western Europe. The company also reported adjusted net profit fell 23% to 1.73bn Danish kroner (Â£163m) in the first half of the year. Mr 't Hart joined the company in mid-June. ""While I'm delighted with the enthusiasm and commitment of our employees, I also recognise that we must step up further to achieve the full potential of the group,"" he said. ""To do so, we have initiated a process of revising the group's strategy to re-establish and further strengthen our financial flexibility."" Carlsberg's brands include Kronenbourg 1664, Holsten Pilsner and of course, Carlsberg. Earlier this month, Carlsberg's rival, Heineken, reported better than expected first-half results.","Shares of Danish brewer Carlsberg are falling sharply, after the company lowered its annual profit forecast.","{""summary"": ""Carlsberg’s first‑half profit fell 23% as weak Eastern European sales, Ukrainian declines, and bad weather offset Asian gains, prompting a strategy overhaul.""}",0.7383957505226135
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Kyaw Win admitted buying the bogus PhD from a fictitious online university - Brooklyn Park in the US - which sold fake qualifications from Pakistan. He was caught when the National League for Democracy party, which is forming the new government, made his CV public. It remains to be seen if Kyaw Win remains on the list of cabinet ministers to take office next week. A party spokesman told the BBC that the fake degree did not matter. Confronted by the Myanmar Times newspaper, Kyaw Win admitted the degree was fake. ""I am not going to call myself 'Dr' any more, as I know now that it is a fake university. The PhD on my CV is not a real qualification,"" he told the newspaper. A BBC check found the title still on his LinkedIn page, reports the BBC's Jonah Fisher. Kyaw Win wrote a number of articles on economics and finance using his fake title. Our correspondent says if the former civil servant is confirmed as minister, he will be responsible for a huge budget and his honesty and accuracy will be vital to the smooth running of Aung San Suu Kyi's new government in Myanmar, also called Burma. Brooklyn Park University was among some 370 academic websites exposed as bogus last year by the New York Times which traced tens of millions of dollars in estimated revenue from fake degrees back to Pakistan.","The man proposed as Myanmar's new finance and planning minister has a fake degree in finance, it has emerged.","{""summary"": ""Kyaw Win, a prospective Myanmar cabinet minister, admitted purchasing a fake PhD from a bogus online university, raising doubts about his suitability for a role.""}",0.6530430316925049
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","Taylor, 23, underwent surgery on multiple fractures, but the club's head physotherapist Kate Rees says he is expected to make a full recovery. Rees said: ""The surgeons worked hard on Neil's injury... and did a very good job. ""He is comfortable and the surgeons are happy with the operations."" She added: ""While he should make a full recovery, the extent of the injury means Neil is likely to miss the rest of the season.'' Taylor was injured after falling awkwardly in the first half at the Liberty Stadium. His foot was trapped underneath him as he fell to the ground, taking the full weight of Sunderland's Craig Gardner on the way down. Taylor immediately summoned the Swansea medical staff as he held his left ankle in agony after just 15 minutes of the match. ""When you have injuries like that it is normally very violent, but this was not violent,"" said manager Michael Laudrup. ""It was even a free-kick against us. ""Sometimes these injuries happen in strange ways, you don't think anything is wrong and then there is ligament damage or something like that, it is very sad. ""But you see things that are much more violent than that - this was not violent, it was unlucky. ""He was very unlucky to fall in a bad way, you can't blame the Sunderland player for that."" As well as missing a significant part of Swansea's season, Taylor will be unavilable for most of Wales' 2014 World Cup qualifying campaign, which starts against Belgium on Friday. Taylor impressed for Team GB at the 2012 London Olympic Games and was expected to play a big part in Wales boss Chris Coleman's plans. Teenager Ben Davies was Taylor's replacement for Swansea, making an assured Premier League debut as Laudrup's side twice hit back to secure a draw.",Wales defender Neil Taylor is expected to miss the rest of the season after fracturing an ankle in Swansea City's 2-2 draw with Sunderland on Saturday.,"{""summary"": ""Swansea's 23‑year‑old Taylor underwent surgery for multiple fractures, expected to recover fully but will miss the rest of the season and Wales' 2014 qualifiers.""}",0.8125001192092896
"As a summarization assistant, read the article below and produce a single-sentence summary that captures its main idea. The summary must be 25 words or fewer, must not include any direct quotations from the article, and must be the only content in your reply.","The Argentine-born film-maker died in hospital in Sao Paulo on 13 July after a heart attack, Denise Winther of Babenco's HB Films said. Kiss of the Spider Woman, a surreal prison drama, was also nominated for best picture at the Oscars, while William Hurt won best actor. Babenco also directed 1987's Ironweed with Jack Nicholson and Meryl Streep. Both Nicholson and Streep were nominated for best actor and actress Oscars in the film about an alcoholic drifter. Babenco's most recent film was last year's My Hindu Friend, a film about a film director very close to death, starring Willem Dafoe. Babenco leaves his wife Barbara and daughter Janka.","Hector Babenco, the Brazilian director nominated for an Oscar for 1985's Kiss of the Spider Woman, has died aged 70.","{""summary"": ""Argentine filmmaker Fernando Babenco died of a heart attack in São Paulo, leaving behind works like Kiss of the Spider Woman and Ironweed, and Barbara and daughter Janka.""}",0.7869840860366821
,,,,
AVERAGE,,,,0.5698709705471993
