prompt,title,context,question,answer,pred_answer,score
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Scottish_Parliament,"In addition to the General Assembly Hall, the Parliament also used buildings rented from the City of Edinburgh Council. The former administrative building of Lothian Regional Council on George IV Bridge was used for the MSP's offices. Following the move to Holyrood in 2004 this building was demolished. The former Midlothian County Buildings facing Parliament Square, High Street and George IV Bridge in Edinburgh (originally built as the headquarters of the pre-1975 Midlothian County Council) housed the Parliament's visitors' centre and shop, whilst the main hall was used as the Parliament's principal committee room.",What former administrative building was used for the MSP's offices?,Lothian Regional Council,"{""answer"": ""The former administrative building of Lothian Regional Council on George IV Bridge.""}",0.7258530259132385
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Black_Death,"The plague disease, caused by Yersinia pestis, is enzootic (commonly present) in populations of fleas carried by ground rodents, including marmots, in various areas including Central Asia, Kurdistan, Western Asia, Northern India and Uganda. Nestorian graves dating to 133839 near Lake Issyk Kul in Kyrgyzstan have inscriptions referring to plague and are thought by many epidemiologists to mark the outbreak of the epidemic, from which it could easily have spread to China and India. In October 2010, medical geneticists suggested that all three of the great waves of the plague originated in China. In China, the 13th century Mongol conquest caused a decline in farming and trading. However, economic recovery had been observed at the beginning of the 14th century. In the 1330s a large number of natural disasters and plagues led to widespread famine, starting in 1331, with a deadly plague arriving soon after. Epidemics that may have included plague killed an estimated 25 million Chinese and other Asians during the 15 years before it reached Constantinople in 1347.",In what country is Constantinople?,No answer,"{""answer"": ""No answer""}",1.0000001192092896
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Southern_California,"""Southern California"" is not a formal geographic designation, and definitions of what constitutes southern California vary. Geographically, California's north-south midway point lies at exactly 37° 9' 58.23"" latitude, around 11 miles (18 km) south of San Jose; however, this does not coincide with popular use of the term. When the state is divided into two areas (northern and southern California), the term ""southern California"" usually refers to the ten southern-most counties of the state. This definition coincides neatly with the county lines at 35° 47? 28? north latitude, which form the northern borders of San Luis Obispo, Kern, and San Bernardino counties. Another definition for southern California uses Point Conception and the Tehachapi Mountains as the northern boundary.",What lies at 35° 48? 27? north latitude?,No answer,"{""answer"": ""the county lines that form the northern borders of San Luis Obispo, Kern, and San Bernardino counties.""}",-0.0440850555896759
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Ctenophora,"On the other hand, in the late 1980s the Western Atlantic ctenophore Mnemiopsis leidyi was accidentally introduced into the Black Sea and Sea of Azov via the ballast tanks of ships, and has been blamed for causing sharp drops in fish catches by eating both fish larvae and small crustaceans that would otherwise feed the adult fish. Mnemiopsis is well equipped to invade new territories (although this was not predicted until after it so successfully colonized the Black Sea), as it can breed very rapidly and tolerate a wide range of water temperatures and salinities. The impact was increased by chronic overfishing, and by eutrophication that gave the entire ecosystem a short-term boost, causing the Mnemiopsis population to increase even faster than normal  and above all by the absence of efficient predators on these introduced ctenophores. Mnemiopsis populations in those areas were eventually brought under control by the accidental introduction of the Mnemiopsis-eating North American ctenophore Beroe ovata, and by a cooling of the local climate from 1991 to 1993, which significantly slowed the animal's metabolism. However the abundance of plankton in the area seems unlikely to be restored to pre-Mnemiopsis levels.",What has the fish larvae caused a sharp drop in?,No answer,"{""answer"": ""fish catches""}",0.1037477701902389
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Computational_complexity_theory,"A deterministic Turing machine is the most basic Turing machine, which uses a fixed set of rules to determine its future actions. A probabilistic Turing machine is a deterministic Turing machine with an extra supply of random bits. The ability to make probabilistic decisions often helps algorithms solve problems more efficiently. Algorithms that use random bits are called randomized algorithms. A non-deterministic Turing machine is a deterministic Turing machine with an added feature of non-determinism, which allows a Turing machine to have multiple possible future actions from a given state. One way to view non-determinism is that the Turing machine branches into many possible computational paths at each step, and if it solves the problem in any of these branches, it is said to have solved the problem. Clearly, this model is not meant to be a physically realizable model, it is just a theoretically interesting abstract machine that gives rise to particularly interesting complexity classes. For examples, see non-deterministic algorithm.",What is a deterministic Turing machine with an extra supply of random ribbons?,No answer,"{""answer"": ""A probabilistic Turing machine.""}",0.108815960586071
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Yuan_dynasty,"The Chinese medical tradition of the Yuan had ""Four Great Schools"" that the Yuan inherited from the Jin dynasty. All four schools were based on the same intellectual foundation, but advocated different theoretical approaches toward medicine. Under the Mongols, the practice of Chinese medicine spread to other parts of the empire. Chinese physicians were brought along military campaigns by the Mongols as they expanded towards the west. Chinese medical techniques such as acupuncture, moxibustion, pulse diagnosis, and various herbal drugs and elixirs were transmitted westward to the Middle East and the rest of the empire. Several medical advances were made in the Yuan period. The physician Wei Yilin (12771347) invented a suspension method for reducing dislocated joints, which he performed using anesthetics. The Mongol physician Hu Sihui described the importance of a healthy diet in a 1330 medical treatise.",How did Chinese medicine spread?,Chinese physicians were brought along military campaigns by the Mongols,"{""answer"": ""It spread with the Mongol military campaigns, bringing Chinese physicians and their techniques—acupuncture, moxibustion, pulse diagnosis, herbal drugs, etc.—westward to the Middle East and the rest of the empire.""}",0.6979221105575562
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Victoria_(Australia),"There are also several smaller freight operators and numerous tourist railways operating over lines which were once parts of a state-owned system. Victorian lines mainly use the 1,600 mm (5 ft 3 in) broad gauge. However, the interstate trunk routes, as well as a number of branch lines in the west of the state have been converted to 1,435 mm (4 ft 8 1?2 in) standard gauge. Two tourist railways operate over 760 mm (2 ft 6 in) narrow gauge lines, which are the remnants of five formerly government-owned lines which were built in mountainous areas.",How many narrow gauge rail lines were previously government owned?,five,"{""answer"": ""5""}",0.8817076683044434
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Islamism,"In its focus on the Caliphate, the party takes a different view of Muslim history than some other Islamists such as Muhammad Qutb. HT sees Islam's pivotal turning point as occurring not with the death of Ali, or one of the other four rightly guided Caliphs in the 7th century, but with the abolition of the Ottoman Caliphate in 1924. This is believed to have ended the true Islamic system, something for which it blames ""the disbelieving (Kafir) colonial powers"" working through Turkish modernist Mustafa Kemal Atatürk.",The abolition of the Ottoman Caliphate is believed to have ended what system?,true Islamic,"{""answer"": ""the true Islamic system""}",0.7704639434814453
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Intergovernmental_Panel_on_Climate_Change,"The IPCC process on climate change and its efficiency and success has been compared with dealings with other environmental challenges (compare Ozone depletion and global warming). In case of the Ozone depletion global regulation based on the Montreal Protocol has been successful, in case of Climate Change, the Kyoto Protocol failed. The Ozone case was used to assess the efficiency of the IPCC process. The lockstep situation of the IPCC is having built a broad science consensus while states and governments still follow different, if not opposing goals. The underlying linear model of policy-making of more knowledge we have, the better the political response will be is being doubted.",Kyoto Protocol dealt with which depletion?,No answer,"{""answer"": ""None""}",0.4110340774059295
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Black_Death,"Gasquet (1908) claimed that the Latin name atra mors (Black Death) for the 14th-century epidemic first appeared in modern times in 1631 in a book on Danish history by J.I. Pontanus: ""Vulgo & ab effectu atram mortem vocatibant. (""Commonly and from its effects, they called it the black death""). The name spread through Scandinavia and then Germany, gradually becoming attached to the mid 14th-century epidemic as a proper name. In England, it was not until 1823 that the medieval epidemic was first called the Black Death.",Who claimed that the name Black Death first appeared in 1631?,Gasquet,"{""answer"": ""Gasquet (1908)""}",0.7444509863853455
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Scottish_Parliament,"Throughout the 1980s and 1990s, demand for a Scottish Parliament grew, in part because the government of the United Kingdom was controlled by the Conservative Party, while Scotland itself elected relatively few Conservative MPs. In the aftermath of the 1979 referendum defeat, the Campaign for a Scottish Assembly was initiated as a pressure group, leading to the 1989 Scottish Constitutional Convention with various organisations such as Scottish churches, political parties and representatives of industry taking part. Publishing its blueprint for devolution in 1995, the Convention provided much of the basis for the structure of the Parliament.","In the range between 1980 and 1990, what did demand for grow?",a Scottish Parliament,"{""answer"": ""a Scottish Parliament""}",1.0
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Prime_number,"Giuga's conjecture says that this equation is also a sufficient condition for p to be prime. Another consequence of Fermat's little theorem is the following: if p is a prime number other than 2 and 5, 1/p is always a recurring decimal, whose period is p ? 1 or a divisor of p ? 1. The fraction 1/p expressed likewise in base q (rather than base 10) has similar effect, provided that p is not a prime factor of q. Wilson's theorem says that an integer p > 1 is prime if and only if the factorial (p ? 1)! + 1 is divisible by p. Moreover, an integer n > 4 is composite if and only if (n ? 1)! is divisible by n.","According to Gluga's theorem, what period does 1/p always have assuming p is a prime that is not 2 or 5?",No answer,"{""answer"": ""p − 1 or a divisor of p − 1.""}",0.0907160192728042
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Economic_inequality,"John Schmitt and Ben Zipperer (2006) of the CEPR point to economic liberalism and the reduction of business regulation along with the decline of union membership as one of the causes of economic inequality. In an analysis of the effects of intensive Anglo-American liberal policies in comparison to continental European liberalism, where unions have remained strong, they concluded ""The U.S. economic and social model is associated with substantial levels of social exclusion, including high levels of income inequality, high relative and absolute poverty rates, poor and unequal educational outcomes, poor health outcomes, and high rates of crime and incarceration. At the same time, the available evidence provides little support for the view that U.S.-style labor-market flexibility dramatically improves labor-market outcomes. Despite popular prejudices to the contrary, the U.S. economy consistently affords a lower level of economic mobility than all the continental European countries for which data is available.""",How much support is there for the US approach to economic development?,little,"{""answer"": ""little support""}",0.4658268690109253
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",European_Union_law,"To make new legislation, TFEU article 294 defines the ""ordinary legislative procedure"" that applies for most EU acts. The essence is there are three readings, starting with a Commission proposal, where the Parliament must vote by a majority of all MEPs (not just those present) to block or suggest changes, and the Council must vote by qualified majority to approve changes, but by unanimity to block Commission amendment. Where the different institutions cannot agree at any stage, a ""Conciliation Committee"" is convened, representing MEPs, ministers and the Commission to try and get agreement on a joint text: if this works, it will be sent back to the Parliament and Council to approve by absolute and qualified majority. This means, legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission: it is harder to change EU law than stay the same. A different procedure exists for budgets. For ""enhanced cooperation"" among a sub-set of at least member states, authorisation must be given by the Council. Member state governments should be informed by the Commission at the outset before any proposals start the legislative procedure. The EU as a whole can only act within its power set out in the Treaties. TEU articles 4 and 5 state that powers remain with the member states unless they have been conferred, although there is a debate about the Kompetenz-Kompetenz question: who ultimately has the ""competence"" to define the EU's ""competence"". Many member state courts believe they decide, other member state Parliaments believe they decide, while within the EU, the Court of Justice believes it has the final say.",What does TFEU article not define?,No answer,"{""answer"": ""The budget procedure.""}",0.1122439131140708
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Rhine,"By the 6th century, the Rhine was within the borders of Francia. In the 9th, it formed part of the border between Middle and Western Francia, but in the 10th century, it was fully within the Holy Roman Empire, flowing through Swabia, Franconia and Lower Lorraine. The mouths of the Rhine, in the county of Holland, fell to the Burgundian Netherlands in the 15th century; Holland remained contentious territory throughout the European wars of religion and the eventual collapse of the Holy Roman Empire, when the length of the Rhine fell to the First French Empire and its client states. The Alsace on the left banks of the Upper Rhine was sold to Burgundy by Archduke Sigismund of Austria in 1469 and eventually fell to France in the Thirty Years' War. The numerous historic castles in Rhineland-Palatinate attest to the importance of the river as a commercial route.",When did the Archduke Sigismund of Austria die?,No answer,"{""answer"": ""No answer""}",1.0000001192092896
"Given a title, a context paragraph, and a question, provide the answer that can be directly inferred from the context. If the context does not contain a clear answer, output exactly No answer. Do not add any explanation, commentary, or additional text. Output only the answer.",Steam_engine,"Steam engines can be said to have been the moving force behind the Industrial Revolution and saw widespread commercial use driving machinery in factories, mills and mines; powering pumping stations; and propelling transport appliances such as railway locomotives, ships, steamboats and road vehicles. Their use in agriculture led to an increase in the land available for cultivation. There have at one time or another been steam-powered farm tractors, motorcycles (without much success) and even automobiles as the Stanley Steamer.","Along with road vehicles, locomotives and ships, on what vehicles were steam engines used during cultivation?",No answer,"{""answer"": ""farm tractors""}",0.1112278550863266
,,,,,,
AVERAGE,,,,,,0.6413466870039701
